id,name,type,path,line,description
torch/distributed/fsdp/_shard_utils.py:_all_gather_dtensor,_all_gather_dtensor,function,torch/distributed/fsdp/_shard_utils.py,120,All gather a DTensor in its sharded dimension and return the local tensor.
torch/distributed/fsdp/_shard_utils.py:sharded_tensor_metadata,sharded_tensor_metadata,variable,torch/distributed/fsdp/_shard_utils.py,79,Variable sharded_tensor_metadata
torch/distributed/fsdp/_shard_utils.py:tensor,tensor,variable,torch/distributed/fsdp/_shard_utils.py,105,Variable tensor
torch/distributed/fsdp/_shard_utils.py:tensor,tensor,variable,torch/distributed/fsdp/_shard_utils.py,134,Variable tensor
torch/distributed/fsdp/_state_dict_utils.py:_set_use_dtensor,_set_use_dtensor,function,torch/distributed/fsdp/_state_dict_utils.py,797,
torch/distributed/fsdp/_state_dict_utils.py:sharded_tensor,sharded_tensor,variable,torch/distributed/fsdp/_state_dict_utils.py,435,Variable sharded_tensor
torch/distributed/fsdp/_state_dict_utils.py:load_tensor,load_tensor,variable,torch/distributed/fsdp/_state_dict_utils.py,472,Variable load_tensor
torch/distributed/fsdp/_state_dict_utils.py:sharded_tensor,sharded_tensor,variable,torch/distributed/fsdp/_state_dict_utils.py,440,Variable sharded_tensor
torch/distributed/fsdp/_state_dict_utils.py:load_tensor,load_tensor,variable,torch/distributed/fsdp/_state_dict_utils.py,487,Variable load_tensor
torch/distributed/fsdp/_state_dict_utils.py:load_tensor,load_tensor,variable,torch/distributed/fsdp/_state_dict_utils.py,499,Variable load_tensor
torch/distributed/fsdp/_state_dict_utils.py:load_tensor,load_tensor,variable,torch/distributed/fsdp/_state_dict_utils.py,497,Variable load_tensor
torch/distributed/fsdp/_state_dict_utils.py:sharded_tensor,sharded_tensor,variable,torch/distributed/fsdp/_state_dict_utils.py,548,Variable sharded_tensor
torch/distributed/fsdp/_state_dict_utils.py:sharded_tensor,sharded_tensor,variable,torch/distributed/fsdp/_state_dict_utils.py,557,Variable sharded_tensor
torch/distributed/fsdp/_state_dict_utils.py:sharded_tensor,sharded_tensor,variable,torch/distributed/fsdp/_state_dict_utils.py,564,Variable sharded_tensor
torch/distributed/fsdp/_state_dict_utils.py:tensor,tensor,variable,torch/distributed/fsdp/_state_dict_utils.py,652,Variable tensor
torch/distributed/fsdp/_state_dict_utils.py:tensor,tensor,variable,torch/distributed/fsdp/_state_dict_utils.py,661,Variable tensor
torch/distributed/fsdp/_state_dict_utils.py:local_tensor,local_tensor,variable,torch/distributed/fsdp/_state_dict_utils.py,668,Variable local_tensor
torch/distributed/fsdp/_state_dict_utils.py:local_tensor,local_tensor,variable,torch/distributed/fsdp/_state_dict_utils.py,642,Variable local_tensor
torch/distributed/fsdp/_state_dict_utils.py:local_tensor,local_tensor,variable,torch/distributed/fsdp/_state_dict_utils.py,649,Variable local_tensor
torch/distributed/fsdp/_state_dict_utils.py:local_tensor,local_tensor,variable,torch/distributed/fsdp/_state_dict_utils.py,674,Variable local_tensor
torch/distributed/fsdp/_state_dict_utils.py:local_tensor,local_tensor,variable,torch/distributed/fsdp/_state_dict_utils.py,644,Variable local_tensor
torch/distributed/fsdp/_state_dict_utils.py:local_tensor,local_tensor,variable,torch/distributed/fsdp/_state_dict_utils.py,647,Variable local_tensor
torch/distributed/fsdp/api.py:_use_dtensor,_use_dtensor,variable,torch/distributed/fsdp/api.py,355,Annotated variable _use_dtensor
torch/distributed/fsdp/api.py:_use_dtensor,_use_dtensor,variable,torch/distributed/fsdp/api.py,409,Annotated variable _use_dtensor
torch/distributed/fsdp/_fully_shard/_fsdp_collectives.py:new_sharded_dtensor_grad,new_sharded_dtensor_grad,variable,torch/distributed/fsdp/_fully_shard/_fsdp_collectives.py,627,Variable new_sharded_dtensor_grad
torch/distributed/fsdp/_fully_shard/_fsdp_common.py:_cast_fp_tensor,_cast_fp_tensor,function,torch/distributed/fsdp/_fully_shard/_fsdp_common.py,151,
torch/distributed/fsdp/_fully_shard/_fsdp_init.py:tensor_,tensor_,variable,torch/distributed/fsdp/_fully_shard/_fsdp_init.py,319,Variable tensor_
torch/distributed/fsdp/_fully_shard/_fsdp_init.py:post_forward_mesh_tensor,post_forward_mesh_tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_init.py,112,Variable post_forward_mesh_tensor
torch/distributed/fsdp/_fully_shard/_fsdp_init.py:tensor_on_device,tensor_on_device,variable,torch/distributed/fsdp/_fully_shard/_fsdp_init.py,322,Variable tensor_on_device
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:tensor_inner,tensor_inner,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,90,Variable tensor_inner
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:_unsharded_inner_tensors,_unsharded_inner_tensors,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,174,Annotated variable _unsharded_inner_tensors
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:to_sharded_dtensor,to_sharded_dtensor,function,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,563,"Converts a local tensor representing either the sharded parameter or
sharded gradient to DTensor."
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:to_sharded_post_forward_dtensor,to_sharded_post_forward_dtensor,function,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,577,
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:_get_grad_inner_tensor,_get_grad_inner_tensor,function,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,723,
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:_sharded_local_tensor,_sharded_local_tensor,function,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,740,
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:inner_tensor,inner_tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,415,Variable inner_tensor
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:inner_tensor,inner_tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,458,Variable inner_tensor
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:sharded_post_forward_tensor,sharded_post_forward_tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,528,Variable sharded_post_forward_tensor
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:local_tensor,local_tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,776,Variable local_tensor
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:updated_local_tensor,updated_local_tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,779,Variable updated_local_tensor
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:same_local_tensor,same_local_tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,787,Variable same_local_tensor
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:inner_tensor,inner_tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,444,Variable inner_tensor
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:unsharded_tensor,unsharded_tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,477,Variable unsharded_tensor
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:same_local_tensor,same_local_tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,790,Variable same_local_tensor
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:padded_local_tensor,padded_local_tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,805,Variable padded_local_tensor
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:local_tensor,local_tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,809,Variable local_tensor
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:updated_local_tensor,updated_local_tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,810,Variable updated_local_tensor
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:local_tensor,local_tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,812,Variable local_tensor
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:updated_local_tensor,updated_local_tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,813,Variable updated_local_tensor
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:sharded_local_tensor,sharded_local_tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,631,Variable sharded_local_tensor
torch/distributed/fsdp/_fully_shard/_fsdp_param.py:sharded_local_tensor,sharded_local_tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param.py,633,Variable sharded_local_tensor
torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py:inp_tensors,inp_tensors,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py,709,Variable inp_tensors
torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py:out_tensors,out_tensors,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py,714,Variable out_tensors
torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py:tensor,tensor,variable,torch/distributed/fsdp/_fully_shard/_fsdp_param_group.py,393,Variable tensor
torch/distributed/fsdp/_fully_shard/_fsdp_state.py:tensors,tensors,variable,torch/distributed/fsdp/_fully_shard/_fsdp_state.py,368,Variable tensors
torch/distributed/nn/functional.py:tensor,tensor,variable,torch/distributed/nn/functional.py,235,Variable tensor
torch/distributed/nn/functional.py:tensor_list,tensor_list,variable,torch/distributed/nn/functional.py,258,Variable tensor_list
torch/distributed/nn/functional.py:tensor,tensor,variable,torch/distributed/nn/functional.py,262,Variable tensor
torch/distributed/nn/functional.py:tensor,tensor,variable,torch/distributed/nn/functional.py,301,Variable tensor
torch/distributed/nn/functional.py:tensor,tensor,variable,torch/distributed/nn/functional.py,317,Variable tensor
torch/distributed/nn/functional.py:input_tensor_list,input_tensor_list,variable,torch/distributed/nn/functional.py,318,Variable input_tensor_list
torch/distributed/nn/functional.py:tensor,tensor,variable,torch/distributed/nn/functional.py,333,Variable tensor
torch/distributed/nn/functional.py:out_tensor_list,out_tensor_list,variable,torch/distributed/nn/functional.py,336,Variable out_tensor_list
torch/distributed/nn/functional.py:tensors,tensors,variable,torch/distributed/nn/functional.py,396,Variable tensors
torch/distributed/nn/functional.py:tensor_list,tensor_list,variable,torch/distributed/nn/functional.py,414,Variable tensor_list
torch/distributed/nn/functional.py:tensor,tensor,variable,torch/distributed/nn/functional.py,443,Variable tensor
torch/distributed/nn/functional.py:tensor,tensor,variable,torch/distributed/nn/functional.py,463,Variable tensor
torch/distributed/nn/functional.py:tensor_list,tensor_list,variable,torch/distributed/nn/functional.py,352,Variable tensor_list
torch/distributed/nn/api/remote_module.py:enable_moving_cpu_tensors_to_cuda,enable_moving_cpu_tensors_to_cuda,variable,torch/distributed/nn/api/remote_module.py,223,Variable enable_moving_cpu_tensors_to_cuda
torch/distributed/nn/api/remote_module.py:enable_moving_cpu_tensors_to_cuda,enable_moving_cpu_tensors_to_cuda,variable,torch/distributed/nn/api/remote_module.py,480,Variable enable_moving_cpu_tensors_to_cuda
torch/distributed/nn/api/remote_module.py:enable_moving_cpu_tensors_to_cuda,enable_moving_cpu_tensors_to_cuda,variable,torch/distributed/nn/api/remote_module.py,583,Variable enable_moving_cpu_tensors_to_cuda
torch/distributed/nn/jit/templates/remote_module_template.py:_REMOTE_FORWARD_TEMPLATE_ENABLE_MOVING_CPU_TENSORS_TO_CUDA,_REMOTE_FORWARD_TEMPLATE_ENABLE_MOVING_CPU_TENSORS_TO_CUDA,variable,torch/distributed/nn/jit/templates/remote_module_template.py,62,Variable _REMOTE_FORWARD_TEMPLATE_ENABLE_MOVING_CPU_TENSORS_TO_CUDA
torch/distributed/optim/zero_redundancy_optimizer.py:length_tensor,length_tensor,variable,torch/distributed/optim/zero_redundancy_optimizer.py,101,Variable length_tensor
torch/distributed/optim/zero_redundancy_optimizer.py:data_send_tensor,data_send_tensor,variable,torch/distributed/optim/zero_redundancy_optimizer.py,102,Variable data_send_tensor
torch/distributed/optim/zero_redundancy_optimizer.py:length_tensor,length_tensor,variable,torch/distributed/optim/zero_redundancy_optimizer.py,109,Variable length_tensor
torch/distributed/optim/zero_redundancy_optimizer.py:data_recv_tensor,data_recv_tensor,variable,torch/distributed/optim/zero_redundancy_optimizer.py,112,Variable data_recv_tensor
torch/distributed/optim/zero_redundancy_optimizer.py:all_tensors,all_tensors,variable,torch/distributed/optim/zero_redundancy_optimizer.py,1456,Variable all_tensors
torch/distributed/optim/zero_redundancy_optimizer.py:tensor,tensor,variable,torch/distributed/optim/zero_redundancy_optimizer.py,1410,Variable tensor
torch/distributed/pipelining/_IR.py:detach_tensors,detach_tensors,function,torch/distributed/pipelining/_IR.py,387,
torch/distributed/pipelining/_backward.py:stage_output_tensors,stage_output_tensors,variable,torch/distributed/pipelining/_backward.py,304,Annotated variable stage_output_tensors
torch/distributed/pipelining/_backward.py:output_grad_tensors,output_grad_tensors,variable,torch/distributed/pipelining/_backward.py,305,Annotated variable output_grad_tensors
torch/distributed/pipelining/_backward.py:extract_tensors_with_grads,extract_tensors_with_grads,function,torch/distributed/pipelining/_backward.py,307,
torch/distributed/pipelining/_utils.py:validate_tensor_metadata,validate_tensor_metadata,function,torch/distributed/pipelining/_utils.py,61,
torch/distributed/pipelining/_utils.py:validate_tensors_metadata,validate_tensors_metadata,function,torch/distributed/pipelining/_utils.py,76,
torch/distributed/pipelining/_utils.py:extract_tensor_args,extract_tensor_args,function,torch/distributed/pipelining/_utils.py,20,
torch/distributed/pipelining/_utils.py:extract_tensor_args,extract_tensor_args,function,torch/distributed/pipelining/_utils.py,44,
torch/distributed/pipelining/microbatch.py:TensorChunkSpec,TensorChunkSpec,class,torch/distributed/pipelining/microbatch.py,59,Class used to specify chunking of inputs
torch/distributed/pipelining/microbatch.py:_split_tensor,_split_tensor,function,torch/distributed/pipelining/microbatch.py,185,"Given a tensor, and a chunking spec, split the tensor.
Args:

    tensor: Tensor to split
    spec: Chunking spec
    num_chunks: Number of chunks to split the tensor into

Returns:
    chunk_tensors: List of chunked tensors"
torch/distributed/pipelining/microbatch.py:chunk_tensors,chunk_tensors,variable,torch/distributed/pipelining/microbatch.py,205,Variable chunk_tensors
torch/distributed/pipelining/stage.py:_make_tensor_from_meta,_make_tensor_from_meta,function,torch/distributed/pipelining/stage.py,101,Create a real tensor from a tensor.
torch/distributed/pipelining/stage.py:_map_tensor_from_recv_info,_map_tensor_from_recv_info,function,torch/distributed/pipelining/stage.py,531,Map tensors from recv infos to a list.
torch/distributed/pipelining/stage.py:get_recv_tensor,get_recv_tensor,function,torch/distributed/pipelining/stage.py,539,
torch/distributed/pipelining/stage.py:flatten_input_tensors,flatten_input_tensors,variable,torch/distributed/pipelining/stage.py,718,Variable flatten_input_tensors
torch/distributed/pipelining/stage.py:expected_tensors_meta,expected_tensors_meta,variable,torch/distributed/pipelining/stage.py,913,Variable expected_tensors_meta
torch/distributed/pipelining/stage.py:expected_tensors_meta,expected_tensors_meta,variable,torch/distributed/pipelining/stage.py,927,Variable expected_tensors_meta
torch/distributed/pipelining/stage.py:recv_tensor,recv_tensor,variable,torch/distributed/pipelining/stage.py,942,Variable recv_tensor
torch/distributed/pipelining/stage.py:send_tensor,send_tensor,variable,torch/distributed/pipelining/stage.py,943,Variable send_tensor
torch/distributed/pipelining/stage.py:create_recv_tensor,create_recv_tensor,function,torch/distributed/pipelining/stage.py,1130,Create a receive buffer for a placeholder.
torch/distributed/rpc/__init__.py:_is_tensorpipe_available,_is_tensorpipe_available,variable,torch/distributed/rpc/__init__.py,33,Variable _is_tensorpipe_available
torch/distributed/rpc/backend_registry.py:_tensorpipe_construct_rpc_backend_options_handler,_tensorpipe_construct_rpc_backend_options_handler,function,torch/distributed/rpc/backend_registry.py,137,
torch/distributed/rpc/backend_registry.py:_tensorpipe_validate_devices,_tensorpipe_validate_devices,function,torch/distributed/rpc/backend_registry.py,156,
torch/distributed/rpc/backend_registry.py:_tensorpipe_exchange_and_check_all_device_maps,_tensorpipe_exchange_and_check_all_device_maps,function,torch/distributed/rpc/backend_registry.py,165,
torch/distributed/rpc/backend_registry.py:_tensorpipe_init_backend_handler,_tensorpipe_init_backend_handler,function,torch/distributed/rpc/backend_registry.py,340,
torch/distributed/rpc/internal.py:_thread_local_tensor_tables,_thread_local_tensor_tables,variable,torch/distributed/rpc/internal.py,20,Variable _thread_local_tensor_tables
torch/distributed/rpc/internal.py:_tensor_receiver,_tensor_receiver,function,torch/distributed/rpc/internal.py,56,
torch/distributed/rpc/internal.py:_tensor_reducer,_tensor_reducer,function,torch/distributed/rpc/internal.py,60,
torch/distributed/rpc/internal.py:tensor_index,tensor_index,variable,torch/distributed/rpc/internal.py,63,Variable tensor_index
torch/distributed/rpc/internal.py:tensors,tensors,variable,torch/distributed/rpc/internal.py,140,Variable tensors
torch/distributed/rpc/options.py:TensorPipeRpcBackendOptions,TensorPipeRpcBackendOptions,class,torch/distributed/rpc/options.py,50,"The backend options for
:class:`~torch.distributed.rpc.TensorPipeAgent`, derived from
:class:`~torch.distributed.rpc.RpcBackendOptions`.

Args:
    num_worker_threads (int, optional): The number of threads in the
        thread-pool used by
        :class:`~torch.distributed.rpc.TensorPipeAgent` to execute
        requests (default: 16).
    rpc_timeout (float, optional): The default timeout, in seconds,
        for RPC requests (default: 60 seconds). If the RPC has not
        completed in this timeframe, an exception indicating so will
        be raised. Callers can override this timeout for individual
        RPCs in :meth:`~torch.distributed.rpc.rpc_sync` and
        :meth:`~torch.distributed.rpc.rpc_async` if necessary.
    init_method (str, optional): The URL to initialize the distributed
        store used for rendezvous. It takes any value accepted for the
        same argument of :meth:`~torch.distributed.init_process_group`
        (default: ``env://``).
    device_maps (Dict[str, Dict], optional): Device placement mappings from
        this worker to the callee. Key is the callee worker name and value
        the dictionary (``Dict`` of ``int``, ``str``, or ``torch.device``)
        that maps this worker's devices to the callee worker's devices.
        (default: ``None``)
    devices (List[int, str, or ``torch.device``], optional): all local
        CUDA devices used by RPC agent. By Default, it will be initialized
        to all local devices from its own ``device_maps`` and corresponding
        devices from its peers' ``device_maps``. When processing CUDA RPC
        requests, the agent will properly synchronize CUDA streams for
        all devices in this ``List``."
torch/distributed/rpc/options.py:_TensorPipeRpcBackendOptionsBase,_TensorPipeRpcBackendOptionsBase,variable,torch/distributed/rpc/options.py,46,Variable _TensorPipeRpcBackendOptionsBase
torch/distributed/rpc/_testing/faulty_agent_backend_registry.py:_faulty_tensorpipe_construct_rpc_backend_options_handler,_faulty_tensorpipe_construct_rpc_backend_options_handler,function,torch/distributed/rpc/_testing/faulty_agent_backend_registry.py,8,
torch/distributed/rpc/_testing/faulty_agent_backend_registry.py:_faulty_tensorpipe_init_backend_handler,_faulty_tensorpipe_init_backend_handler,function,torch/distributed/rpc/_testing/faulty_agent_backend_registry.py,29,
torch/distributed/tensor/_api.py:_ToTorchTensor,_ToTorchTensor,class,torch/distributed/tensor/_api.py,96,
torch/distributed/tensor/_api.py:_FromTorchTensor,_FromTorchTensor,class,torch/distributed/tensor/_api.py,164,
torch/distributed/tensor/_api.py:DTensor,DTensor,class,torch/distributed/tensor/_api.py,290,"``DTensor`` (Distributed Tensor) is a subclass of ``torch.Tensor`` that provides single-device like
abstraction to program with multi-device ``torch.Tensor``. It describes the distributed tensor sharding
layout (DTensor Layout) through the :class:`DeviceMesh` and following types of :class:`Placement`:

* :class:`Shard`: Tensor sharded on the tensor dimension ``dim`` on the devices of the ``DeviceMesh`` dimension
* :class:`Replicate`: Tensor replicated on the devices of the ``DeviceMesh`` dimension
* :class:`Partial`: Tensor is pending reduction on the devices of the ``DeviceMesh`` dimension

When calling PyTorch operators, ``DTensor`` overrides the PyTorch operators to perform sharded computation and issue
communications whenever necessary. Along with the operator computation, ``DTensor`` will transform or propagate the
placements (DTensor Layout) properly (based on the operator semantic itself) and generate new ``DTensor`` outputs.

To ensure numerical correctness of the ``DTensor`` sharded computation when calling PyTorch operators, ``DTensor``
requires every Tensor argument of the operator be DTensor.

.. note:: Directly using the Tensor subclass constructor here is not the recommended way to create a ``DTensor``
    (i.e. it does not handle autograd correctly hence is not the public API). Please refer to the `create_dtensor`_
    section to see how to create a ``DTensor``."
torch/distributed/tensor/_api.py:distribute_tensor,distribute_tensor,function,torch/distributed/tensor/_api.py,794,"Distribute a leaf ``torch.Tensor`` (i.e. nn.Parameter/buffers) to the ``device_mesh`` according
to the ``placements`` specified. The rank of ``device_mesh`` and ``placements`` must be the
same. The ``tensor`` to distribute is the logical or ""global"" tensor, and the API would use
the ``tensor`` from first rank of the DeviceMesh dimension as the source of truth to preserve
the single-device semantic. If you want to construct a DTensor in the middle of the Autograd
computation, please use :meth:`DTensor.from_local` instead.

Args:
    tensor (torch.Tensor): torch.Tensor to be distributed. Note that if you
        want to shard a tensor on a dimension that is not evenly divisible by
        the number of devices in that mesh dimension, we use ``torch.chunk``
        semantic to shard the tensor and scatter the shards. The uneven sharding
        behavior is experimental and subject to change.
    device_mesh (:class:`DeviceMesh`, optional): DeviceMesh to distribute the
        tensor, if not specified, must be called under a DeviceMesh context
        manager, default: None
    placements (List[:class:`Placement`], optional): the placements that
        describes how to place the tensor on DeviceMesh, must have the same
        number of elements as ``device_mesh.ndim``. If not specified, we will
        by default replicate the tensor across the ``device_mesh`` from the
        first rank of each dimension of the `device_mesh`.

Keyword args:
    src_data_rank (int, optional): the rank of the source data for the logical/global tensor, it is
        used by :meth:`distribute_tensor` to scatter/broadcast the shards/replicas to other ranks.
        By default, we use ``group_rank=0`` on each DeviceMesh dimension as the source data to preserve
        the single-device semantic. If passing ``None`` explicitly, :meth:`distribute_tensor` simply uses
        its local data instead of trying to preserve the single-device semantic via scatter/broadcast.
        Default: 0

Returns:
    A :class:`DTensor` or ``XLAShardedTensor`` object.

Raises:
    ValueError: If ``placements`` contains mixed :class:`Partial` reduce types
        (e.g., both ``Partial(""sum"")`` and ``Partial(""max"")``). All Partial
        placements must use the same reduce operation.

.. note::
    When initialize the DeviceMesh with the ``xla`` device_type, ``distribute_tensor``
    return `XLAShardedTensor` instead. see `this issue <https://github.com/pytorch/pytorch/issues/92909>`__
    for more details. The XLA integration is experimental and subject to change."
torch/distributed/tensor/_api.py:_shard_tensor,_shard_tensor,function,torch/distributed/tensor/_api.py,969,"Locally shards a full tensor based on indicated sharding arrangement, and
returns a DTensor containing the local shard.

.. warning:: This is a private API that is subject to change. It skips the
    communication otherwise required by `distribute_tensor`. It is only
    applicable to cases where all ranks have the same `full_tensor`. For
    example, in distributed inference all ranks load from the same
    checkpoint. This API will not check for data equality between ranks, it
    is thus user's responsibility to ensure the `full_tensor` is the same
    across ranks.

Args:
    full_tensor (torch.Tensor): the full tensor to be sharded.
    placements (Sequence[:class:`Shard`]): the placements that
        describes how to place the local tensor on DeviceMesh.
    device_mesh (:class:`DeviceMesh`, optional): DeviceMesh to place the
        DTensor.  Must have same dimension as the number of placements.
        If not specified, would be retrieve from current context.

Returns:
    A :class:`DTensor` object with the shard as its local tensor.

Examples:
    >>> # xdoctest: +SKIP(""need world_size and rank"")
    >>> device_mesh = dist.init_device_mesh(""cuda"", (world_size,))
    >>> full_tensor = torch.arange(world_size, device=f""cuda:{rank}"")
    >>> dtensor = _shard_tensor(full_tensor, [Shard(1)], device_mesh)"
torch/distributed/tensor/_api.py:_dtensor_init_helper,_dtensor_init_helper,function,torch/distributed/tensor/_api.py,1164,
torch/distributed/tensor/_api.py:_local_tensor,_local_tensor,variable,torch/distributed/tensor/_api.py,312,Annotated variable _local_tensor
torch/distributed/tensor/_api.py:__tensor_flatten__,__tensor_flatten__,function,torch/distributed/tensor/_api.py,358,"protocol to inform how to flatten a DTensor to local tensor
for PT2 tracing"
torch/distributed/tensor/_api.py:__tensor_unflatten__,__tensor_unflatten__,function,torch/distributed/tensor/_api.py,366,
torch/distributed/tensor/_api.py:full_tensor,full_tensor,function,torch/distributed/tensor/_api.py,672,"Return the full tensor of this DTensor. It will perform necessary collectives
to gather the local tensors from other ranks in its DeviceMesh and concatenate
them together. It's a syntactic sugar of the following code:

``dtensor.redistribute(placements=[Replicate()] * mesh.ndim).to_local()``

Keyword args:
    grad_placements (List[:class:`Placement`], optional): the placements describes
        the future layout of any gradient layout of the full Tensor returned from this
        function.
        `full_tensor` converts DTensor to a full torch.Tensor and the returned torch.tensor
        might not be used as the original replicated DTensor layout later in the code. This
        argument is the hint that user can give to autograd in case the gradient
        layout of the returned tensor does not match the original replicated DTensor layout.
        If not specified, we will assume the gradient layout of the full tensor be replicated.

Returns:
    A :class:`torch.Tensor` object that represents the full tensor of this DTensor.

.. note:: ``full_tensor`` is differentiable."
torch/distributed/tensor/_api.py:__get_tensor_shard__,__get_tensor_shard__,function,torch/distributed/tensor/_api.py,771,
torch/distributed/tensor/_api.py:local_tensor,local_tensor,variable,torch/distributed/tensor/_api.py,903,Variable local_tensor
torch/distributed/tensor/_api.py:local_tensor,local_tensor,variable,torch/distributed/tensor/_api.py,106,Variable local_tensor
torch/distributed/tensor/_api.py:dtensor_spec,dtensor_spec,variable,torch/distributed/tensor/_api.py,118,Variable dtensor_spec
torch/distributed/tensor/_api.py:dtensor_meta,dtensor_meta,variable,torch/distributed/tensor/_api.py,121,Variable dtensor_meta
torch/distributed/tensor/_api.py:tensor_stride,tensor_stride,variable,torch/distributed/tensor/_api.py,126,Variable tensor_stride
torch/distributed/tensor/_api.py:dist_tensor,dist_tensor,variable,torch/distributed/tensor/_api.py,227,Variable dist_tensor
torch/distributed/tensor/_api.py:local_tensor,local_tensor,variable,torch/distributed/tensor/_api.py,371,Variable local_tensor
torch/distributed/tensor/_api.py:unflatten_tensor_meta,unflatten_tensor_meta,variable,torch/distributed/tensor/_api.py,373,Variable unflatten_tensor_meta
torch/distributed/tensor/_api.py:tensor,tensor,variable,torch/distributed/tensor/_api.py,871,Variable tensor
torch/distributed/tensor/_api.py:local_tensor,local_tensor,variable,torch/distributed/tensor/_api.py,1194,Variable local_tensor
torch/distributed/tensor/_api.py:local_tensor,local_tensor,variable,torch/distributed/tensor/_api.py,275,Variable local_tensor
torch/distributed/tensor/_api.py:local_tensor,local_tensor,variable,torch/distributed/tensor/_api.py,513,Variable local_tensor
torch/distributed/tensor/_api.py:tensor_meta,tensor_meta,variable,torch/distributed/tensor/_api.py,1199,Variable tensor_meta
torch/distributed/tensor/_api.py:local_tensor,local_tensor,variable,torch/distributed/tensor/_api.py,1210,Variable local_tensor
torch/distributed/tensor/_api.py:local_tensor,local_tensor,variable,torch/distributed/tensor/_api.py,914,Variable local_tensor
torch/distributed/tensor/_api.py:local_tensor,local_tensor,variable,torch/distributed/tensor/_api.py,919,Variable local_tensor
torch/distributed/tensor/_api.py:local_tensor,local_tensor,variable,torch/distributed/tensor/_api.py,931,Variable local_tensor
torch/distributed/tensor/_api.py:local_tensor,local_tensor,variable,torch/distributed/tensor/_api.py,1208,Variable local_tensor
torch/distributed/tensor/_api.py:local_tensor,local_tensor,variable,torch/distributed/tensor/_api.py,935,Variable local_tensor
torch/distributed/tensor/_api.py:local_tensor,local_tensor,variable,torch/distributed/tensor/_api.py,938,Variable local_tensor
torch/distributed/tensor/_collective_utils.py:pad_tensor,pad_tensor,function,torch/distributed/tensor/_collective_utils.py,179,
torch/distributed/tensor/_collective_utils.py:unpad_tensor,unpad_tensor,function,torch/distributed/tensor/_collective_utils.py,190,
torch/distributed/tensor/_collective_utils.py:fill_empty_tensor_to_shards,fill_empty_tensor_to_shards,function,torch/distributed/tensor/_collective_utils.py,202,
torch/distributed/tensor/_collective_utils.py:check_tensor_meta,check_tensor_meta,function,torch/distributed/tensor/_collective_utils.py,214,
torch/distributed/tensor/_collective_utils.py:cat_tensor,cat_tensor,variable,torch/distributed/tensor/_collective_utils.py,39,Variable cat_tensor
