id,name,type,path,line,description
torch/__init__.py:is_tensor,is_tensor,function,torch/__init__.py,1159,"Returns True if `obj` is a PyTorch tensor.

Args:
    obj (object): Object to test
Example::

    >>> x = torch.tensor([1, 2, 3])
    >>> torch.is_tensor(x)
    True"
torch/__init__.py:set_default_tensor_type,set_default_tensor_type,function,torch/__init__.py,1302,".. warning::

    This function is deprecated as of PyTorch 2.1, please use :func:`torch.set_default_dtype()` and
    :func:`torch.set_default_device()` as alternatives.

Sets the default ``torch.Tensor`` type to floating point tensor type
``t``. This type will also be used as default floating point type for
type inference in :func:`torch.tensor`.

The default floating point tensor type is initially ``torch.FloatTensor``.

Args:
    t (type or string): the floating point tensor type or its name

Example::

    >>> # xdoctest: +SKIP(""Other tests may have changed the default type. Can we reset it?"")
    >>> torch.tensor([1.2, 3]).dtype    # initial default for floating point is torch.float32
    torch.float32
    >>> torch.set_default_tensor_type(torch.DoubleTensor)
    >>> torch.tensor([1.2, 3]).dtype    # a new floating point tensor
    torch.float64"
torch/__init__.py:_check_tensor_all_with,_check_tensor_all_with,function,torch/__init__.py,1876,
torch/__init__.py:_check_tensor_all,_check_tensor_all,function,torch/__init__.py,1887,"Throws error containing an optional message if the specified condition
is False.

Error type: ``RuntimeError``

C++ equivalent: ``TORCH_CHECK_TENSOR_ALL``

Args:
    cond (:class:`torch.Tensor`): Tensor of dtype ``torch.bool``. If any
        element is ``False``, throw error

    message (Callable, optional): Callable that returns either a string or
        an object that has a ``__str__()`` method to be used as the error
        message. Default: ``None``"
torch/__init__.py:_tensor_classes,_tensor_classes,variable,torch/__init__.py,2148,Annotated variable _tensor_classes
torch/__init__.py:_as_tensor_fullprec,_as_tensor_fullprec,function,torch/__init__.py,2995,"Like torch.as_tensor, but when given Python data types it will keep
them in full precision.  Used for calling convention for Dynamo.
Python scalars (float, int) are always created on CPU to avoid being
affected by DeviceContext."
torch/_guards.py:fake_tensors,fake_tensors,variable,torch/_guards.py,1360,Annotated variable fake_tensors
torch/_jit_internal.py:_TensorExtractor,_TensorExtractor,class,torch/_jit_internal.py,1516,
torch/_jit_internal.py:_extract_tensors,_extract_tensors,function,torch/_jit_internal.py,1546,"This function is exclusively called from C++.
See ``torch/csrc/jit/python/python_ivalue.h``.

It extracts the tensors contained in the given object, through pickling."
torch/_jit_internal.py:tensors,tensors,variable,torch/_jit_internal.py,1553,Annotated variable tensors
torch/_lobpcg.py:tensor_ops,tensor_ops,variable,torch/_lobpcg.py,507,Variable tensor_ops
torch/_lowrank.py:tensor_ops,tensor_ops,variable,torch/_lowrank.py,139,Variable tensor_ops
torch/_meta_registrations.py:meta_repeat_interleave_Tensor,meta_repeat_interleave_Tensor,function,torch/_meta_registrations.py,3433,
torch/_meta_registrations.py:meta_index_Tensor,meta_index_Tensor,function,torch/_meta_registrations.py,3489,
torch/_meta_registrations.py:scalar_tensor,scalar_tensor,function,torch/_meta_registrations.py,7552,
torch/_meta_registrations.py:_create_grouped_mm_output_tensor,_create_grouped_mm_output_tensor,function,torch/_meta_registrations.py,8116,
torch/_meta_registrations.py:segment_reduce_lengths_tensor,segment_reduce_lengths_tensor,function,torch/_meta_registrations.py,791,
torch/_meta_registrations.py:batch_tensor1,batch_tensor1,variable,torch/_meta_registrations.py,4103,Variable batch_tensor1
torch/_meta_registrations.py:batch_tensor2,batch_tensor2,variable,torch/_meta_registrations.py,4104,Variable batch_tensor2
torch/_meta_registrations.py:batch_tensor1,batch_tensor1,variable,torch/_meta_registrations.py,4116,Variable batch_tensor1
torch/_meta_registrations.py:batch_tensor2,batch_tensor2,variable,torch/_meta_registrations.py,4117,Variable batch_tensor2
torch/_meta_registrations.py:tensor1_expand_size,tensor1_expand_size,variable,torch/_meta_registrations.py,4119,Variable tensor1_expand_size
torch/_meta_registrations.py:working_tensor,working_tensor,variable,torch/_meta_registrations.py,354,Variable working_tensor
torch/_meta_registrations.py:is_tensorwise,is_tensorwise,function,torch/_meta_registrations.py,6847,
torch/_meta_registrations.py:working_tensor,working_tensor,variable,torch/_meta_registrations.py,362,Variable working_tensor
torch/_namedtensor_internals.py:check_serializing_named_tensor,check_serializing_named_tensor,function,torch/_namedtensor_internals.py,12,
torch/_ops.py:_get_tensors,_get_tensors,function,torch/_ops.py,581,
torch/_ops.py:tensors,tensors,variable,torch/_ops.py,577,Variable tensors
torch/_ops.py:tensor_args,tensor_args,variable,torch/_ops.py,583,Variable tensor_args
torch/_tensor.py:_TensorLike,_TensorLike,variable,torch/_tensor.py,34,Variable _TensorLike
torch/_tensor.py:Tensor,Tensor,class,torch/_tensor.py,110,
torch/_tensor.py:materialize_fake_tensors,materialize_fake_tensors,variable,torch/_tensor.py,275,Variable materialize_fake_tensors
torch/_tensor.py:materialize_fake_tensors,materialize_fake_tensors,variable,torch/_tensor.py,333,Variable materialize_fake_tensors
torch/_tensor.py:tensor_methods,tensor_methods,variable,torch/_tensor.py,1235,Variable tensor_methods
torch/_tensor.py:cpu_tensor,cpu_tensor,variable,torch/_tensor.py,345,Variable cpu_tensor
torch/_tensor.py:args_qtensor,args_qtensor,variable,torch/_tensor.py,399,Variable args_qtensor
torch/_tensor.py:new_tensor,new_tensor,variable,torch/_tensor.py,171,Variable new_tensor
torch/_tensor.py:new_tensor,new_tensor,variable,torch/_tensor.py,211,Variable new_tensor
torch/_tensor.py:new_tensor,new_tensor,variable,torch/_tensor.py,232,Variable new_tensor
torch/_tensor.py:new_tensor,new_tensor,variable,torch/_tensor.py,246,Variable new_tensor
torch/_tensor.py:new_tensor,new_tensor,variable,torch/_tensor.py,248,Variable new_tensor
torch/_tensor_str.py:tensor_totype,tensor_totype,function,torch/_tensor_str.py,117,
torch/_tensor_str.py:_tensor_str_with_formatter,_tensor_str_with_formatter,function,torch/_tensor_str.py,295,
torch/_tensor_str.py:_tensor_str,_tensor_str,function,torch/_tensor_str.py,332,
torch/_tensor_str.py:tensor_str,tensor_str,variable,torch/_tensor_str.py,328,Variable tensor_str
torch/_tensor_str.py:tensor_strs,tensor_strs,variable,torch/_tensor_str.py,380,Variable tensor_strs
torch/_tensor_str.py:is_plain_tensor,is_plain_tensor,variable,torch/_tensor_str.py,419,Variable is_plain_tensor
torch/_tensor_str.py:tensor_str,tensor_str,variable,torch/_tensor_str.py,430,Variable tensor_str
torch/_tensor_str.py:tensor_view,tensor_view,variable,torch/_tensor_str.py,138,Variable tensor_view
torch/_tensor_str.py:tensor_str,tensor_str,variable,torch/_tensor_str.py,496,Variable tensor_str
torch/_tensor_str.py:tensor_view,tensor_view,variable,torch/_tensor_str.py,152,Variable tensor_view
torch/_tensor_str.py:tensor_str,tensor_str,variable,torch/_tensor_str.py,560,Variable tensor_str
torch/_tensor_str.py:tensor_str,tensor_str,variable,torch/_tensor_str.py,593,Variable tensor_str
torch/_tensor_str.py:tensor_str,tensor_str,variable,torch/_tensor_str.py,604,Variable tensor_str
torch/_tensor_str.py:tensor_str,tensor_str,variable,torch/_tensor_str.py,607,Variable tensor_str
torch/_tensor_str.py:tensor_str,tensor_str,variable,torch/_tensor_str.py,619,Variable tensor_str
torch/_tensor_str.py:tensor_str,tensor_str,variable,torch/_tensor_str.py,631,Variable tensor_str
torch/_tensor_str.py:tensor_str,tensor_str,variable,torch/_tensor_str.py,641,Variable tensor_str
torch/_tensor_str.py:tensor_str,tensor_str,variable,torch/_tensor_str.py,643,Variable tensor_str
torch/_utils.py:_rebuild_tensor,_rebuild_tensor,function,torch/_utils.py,193,
torch/_utils.py:get_tensor_metadata,get_tensor_metadata,function,torch/_utils.py,199,
torch/_utils.py:set_tensor_metadata,set_tensor_metadata,function,torch/_utils.py,208,
torch/_utils.py:_rebuild_tensor_v2,_rebuild_tensor_v2,function,torch/_utils.py,227,
torch/_utils.py:_rebuild_tensor_v3,_rebuild_tensor_v3,function,torch/_utils.py,250,
torch/_utils.py:_sparse_tensors_to_validate,_sparse_tensors_to_validate,variable,torch/_utils.py,274,Annotated variable _sparse_tensors_to_validate
torch/_utils.py:_validate_loaded_sparse_tensors,_validate_loaded_sparse_tensors,function,torch/_utils.py,287,
torch/_utils.py:_rebuild_sparse_tensor,_rebuild_sparse_tensor,function,torch/_utils.py,343,"Rebuilds a sparse tensor from its sparse storage representation.

Args:
    layout (str): The sparse storage layout of the tensor.
    data (tuple): The tensor's sparse storage representation."
torch/_utils.py:_rebuild_nested_tensor,_rebuild_nested_tensor,function,torch/_utils.py,385,
torch/_utils.py:_rebuild_device_tensor_from_cpu_tensor,_rebuild_device_tensor_from_cpu_tensor,function,torch/_utils.py,389,
torch/_utils.py:_rebuild_device_tensor_from_numpy,_rebuild_device_tensor_from_numpy,function,torch/_utils.py,396,
torch/_utils.py:_rebuild_xla_tensor,_rebuild_xla_tensor,variable,torch/_utils.py,404,Variable _rebuild_xla_tensor
torch/_utils.py:_rebuild_meta_tensor_no_storage,_rebuild_meta_tensor_no_storage,function,torch/_utils.py,407,
torch/_utils.py:_rebuild_qtensor,_rebuild_qtensor,function,torch/_utils.py,438,
torch/_utils.py:_flatten_dense_tensors,_flatten_dense_tensors,function,torch/_utils.py,568,"Flatten dense tensors into a contiguous 1D buffer. Assume tensors are of
same dense type.

Since inputs are dense, the resulting tensor will be a concatenated 1D
buffer. Element-wise operation on this buffer will be equivalent to
operating individually.

Args:
    tensors (Iterable[Tensor]): dense tensors to flatten.

Returns:
    A contiguous 1D buffer containing input tensors."
torch/_utils.py:_flatten_sparse_tensors,_flatten_sparse_tensors,function,torch/_utils.py,585,"Flatten sparse tensors into two contiguous 1D buffers, one of indices and
one of values. Assume tensors are of same sparse type.

Args:
    tensors (Iterable[Tensor]): sparse tensors to flatten.

Returns:
    A tuple of two contiguous 1D buffers, one containing input tensors'
    indices and the other containing the values."
torch/_utils.py:_unflatten_dense_tensors,_unflatten_dense_tensors,function,torch/_utils.py,605,"View a flat buffer using the sizes of tensors. Assume that tensors are of
same dense type, and that flat is given by _flatten_dense_tensors.

Args:
    flat (Tensor): flattened dense tensors to unflatten.
    tensors (Iterable[Tensor]): dense tensors whose sizes will be used to
      unflatten flat.

Returns:
    Unflattened dense tensors with sizes same as tensors and values from
    flat."
torch/_utils.py:_unflatten_sparse_tensors,_unflatten_sparse_tensors,function,torch/_utils.py,621,"View flat buffer (containing indices and values) using the sizes of
tensors. Assume that tensors are of same sparse type, and that flat is given
by _flatten_sparse_tensors.

Args:
    flat (tuple(Tensor, Tensor)): flattened indices and values of sparse
      tensors to unflatten.
    tensors (Iterable[Tensor]): sparse tensors whose sizes will be used to
      unflatten flat.

Returns:
    Unflattened sparse tensors with sizes same as tensors and values from
    flat."
torch/_utils.py:_reorder_tensors_as,_reorder_tensors_as,function,torch/_utils.py,649,"Assume that tensors are of same order as ordered_tensors within their
types, e.g., from _take_tensors. Reorder them to be of same order as
ordered_tensors.

Args:
    tensors (Iterable[Tensor]): tensors to be reordered. They should be of
      the same order as ordered_tensors within their own types.
    ordered_tensors (Iterable[Tensor]): tensors whose order will be the
      reference.

Returns:
    Ordered tuple of tensors with contents from tensors and order of
    ordered_tensors."
torch/_utils.py:_take_tensors,_take_tensors,function,torch/_utils.py,671,"Group tensors into chunks. This generator yields a chunk at each time,
each containing tensors of same type up to certain byte limit in total size.

Args:
    tensors (Sequence): A sequence of tensors to be separated into chunks.
    size_limit (int): The limit of each chunk in bytes.

Yields:
    Blocks of tensors of same type and within size_limit. The yielded
    tensors are only ordered as the original sequence within its types."
torch/_utils.py:tensor,tensor,variable,torch/_utils.py,236,Variable tensor
torch/_utils.py:tensor,tensor,variable,torch/_utils.py,246,Variable tensor
torch/_utils.py:tensor,tensor,variable,torch/_utils.py,391,Variable tensor
torch/_utils.py:tensor,tensor,variable,torch/_utils.py,398,Variable tensor
torch/_utils.py:tensor,tensor,variable,torch/_utils.py,450,Variable tensor
torch/_utils.py:tensor,tensor,variable,torch/_utils.py,470,Variable tensor
torch/_weights_only_unpickler.py:_tensor_rebuild_functions,_tensor_rebuild_functions,function,torch/_weights_only_unpickler.py,150,
torch/functional.py:broadcast_tensors,broadcast_tensors,function,torch/functional.py,48,"broadcast_tensors(*tensors) -> List of Tensors

Broadcasts the given tensors according to :ref:`broadcasting-semantics`.

Args:
    *tensors: any number of tensors of the same type

.. warning::

    More than one element of a broadcasted tensor may refer to a single
    memory location. As a result, in-place operations (especially ones that
    are vectorized) may result in incorrect behavior. If you need to write
    to the tensors, please clone them first.

Example::

    >>> x = torch.arange(3).view(1, 3)
    >>> y = torch.arange(2).view(2, 1)
    >>> a, b = torch.broadcast_tensors(x, y)
    >>> a.size()
    torch.Size([2, 3])
    >>> a
    tensor([[0, 1, 2],
            [0, 1, 2]])"
torch/functional.py:tensordot,tensordot,function,torch/functional.py,1257,"Returns a contraction of a and b over multiple dimensions.

:attr:`tensordot` implements a generalized matrix product.

Args:
  a (Tensor): Left tensor to contract
  b (Tensor): Right tensor to contract
  dims (int or Tuple[List[int], List[int]] or List[List[int]] containing two lists or Tensor): number of dimensions to
     contract or explicit lists of dimensions for :attr:`a` and
     :attr:`b` respectively

When called with a non-negative integer argument :attr:`dims` = :math:`d`, and
the number of dimensions of :attr:`a` and :attr:`b` is :math:`m` and :math:`n`,
respectively, :func:`~torch.tensordot` computes the tensor :math:`r` of shape
``a.shape[:-dims] + b.shape[dims:]`` given by:

.. math::
    r_{i_1,...,i_{m-d}, j_1,...,j_{n-d}}
      = \sum_{k_1,...,k_d} a_{i_1,...,i_{m-d},k_1,...,k_d} \times b_{k_1,...,k_d, j_1,...,j_{n-d}}.

When called with :attr:`dims` of the list form, the given dimensions will be contracted
in place of the last :math:`d` of :attr:`a` and the first :math:`d` of :math:`b`. The sizes
in these dimensions must match, but :func:`~torch.tensordot` will deal with broadcasted
dimensions.

Examples::

    >>> a = torch.arange(60.).reshape(3, 4, 5)
    >>> b = torch.arange(24.).reshape(4, 3, 2)
    >>> torch.tensordot(a, b, dims=([1, 0], [0, 1]))
    tensor([[4400., 4730.],
            [4532., 4874.],
            [4664., 5018.],
            [4796., 5162.],
            [4928., 5306.]])

    >>> # xdoctest: +REQUIRES(env:TORCH_DOCTEST_CUDA)
    >>> a = torch.randn(3, 4, 5, device='cuda')
    >>> b = torch.randn(4, 5, 6, device='cuda')
    >>> c = torch.tensordot(a, b, dims=2).cpu()
    tensor([[ 8.3504, -2.5436,  6.2922,  2.7556, -1.0732,  3.2741],
            [ 3.3161,  0.0704,  5.0187, -0.4079, -4.3126,  4.8744],
            [ 0.8223,  3.9445,  3.2168, -0.2400,  3.4117,  1.7780]])

    >>> a = torch.randn(3, 5, 4, 6)
    >>> b = torch.randn(6, 4, 5, 3)
    >>> torch.tensordot(a, b, dims=([2, 1, 3], [1, 2, 0]))
    tensor([[  7.7193,  -2.4867, -10.3204],
            [  1.5513, -14.4737,  -6.5113],
            [ -0.2850,   4.2573,  -3.5997]])"
torch/functional.py:align_tensors,align_tensors,function,torch/functional.py,2221,
torch/functional.py:tensordot,tensordot,function,torch/functional.py,1221,
torch/functional.py:tensordot,tensordot,function,torch/functional.py,1230,
torch/functional.py:tensordot,tensordot,function,torch/functional.py,1239,
torch/functional.py:tensordot,tensordot,function,torch/functional.py,1248,
torch/functional.py:res_tensor,res_tensor,variable,torch/functional.py,1962,Variable res_tensor
torch/functional.py:tensors,tensors,variable,torch/functional.py,498,Variable tensors
torch/functional.py:tensors,tensors,variable,torch/functional.py,1529,Variable tensors
torch/functional.py:tensors,tensors,variable,torch/functional.py,1569,Variable tensors
torch/functional.py:tensors,tensors,variable,torch/functional.py,1617,Variable tensors
torch/functional.py:tensors,tensors,variable,torch/functional.py,116,Variable tensors
torch/functional.py:tensors,tensors,variable,torch/functional.py,117,Variable tensors
torch/overrides.py:_get_tensor_methods,_get_tensor_methods,function,torch/overrides.py,1949,Returns a set of the overridable methods on ``torch.Tensor``
torch/overrides.py:is_tensor_method_or_property,is_tensor_method_or_property,function,torch/overrides.py,1957,"Returns True if the function passed in is a handler for a
method or property belonging to ``torch.Tensor``, as passed
into ``__torch_function__``.

.. note::
   For properties, their ``__get__`` method must be passed in.

This may be needed, in particular, for the following reasons:

1. Methods/properties sometimes don't contain a `__module__` slot.
2. They require that the first passed-in argument is an instance
   of ``torch.Tensor``.

Examples
--------
>>> is_tensor_method_or_property(torch.Tensor.add)
True
>>> is_tensor_method_or_property(torch.add)
False"
torch/overrides.py:is_tensor_like,is_tensor_like,function,torch/overrides.py,1982,"Returns ``True`` if the passed-in input is a Tensor-like.

Currently, this occurs whenever there's a ``__torch_function__``
attribute on the type of the input.

Examples
--------
A subclass of tensor is generally a Tensor-like.

>>> class SubTensor(torch.Tensor): ...
>>> is_tensor_like(SubTensor([0]))
True

Built-in or user types aren't usually Tensor-like.

>>> is_tensor_like(6)
False
>>> is_tensor_like(None)
False
>>> class NotATensor: ...
>>> is_tensor_like(NotATensor())
False

But, they can be made Tensor-like by implementing __torch_function__.

>>> class TensorLike:
...     @classmethod
...     def __torch_function__(cls, func, types, args, kwargs):
...         return -1
>>> is_tensor_like(TensorLike())
True"
torch/overrides.py:Tensor,Tensor,variable,torch/overrides.py,122,Variable Tensor
torch/overrides.py:Tensor,Tensor,variable,torch/overrides.py,414,Variable Tensor
torch/overrides.py:Tensor,Tensor,variable,torch/overrides.py,449,Variable Tensor
torch/serialization.py:storage_to_tensor_type,storage_to_tensor_type,function,torch/serialization.py,750,
torch/serialization.py:load_tensor,load_tensor,function,torch/serialization.py,2062,
torch/serialization.py:num_tensors,num_tensors,variable,torch/serialization.py,1747,Variable num_tensors
torch/serialization.py:tensor,tensor,variable,torch/serialization.py,1758,Variable tensor
torch/storage.py:pinned_tensor,pinned_tensor,variable,torch/storage.py,384,Variable pinned_tensor
torch/storage.py:tmp_tensor,tmp_tensor,variable,torch/storage.py,610,Variable tmp_tensor
torch/storage.py:tmp_tensor,tmp_tensor,variable,torch/storage.py,615,Variable tmp_tensor
torch/storage.py:tmp_tensor,tmp_tensor,variable,torch/storage.py,965,Variable tmp_tensor
torch/storage.py:tmp_tensor,tmp_tensor,variable,torch/storage.py,974,Variable tmp_tensor
torch/storage.py:tmp_tensor,tmp_tensor,variable,torch/storage.py,1023,Variable tmp_tensor
torch/types.py:_TensorOrTensors,_TensorOrTensors,variable,torch/types.py,41,Annotated variable _TensorOrTensors
torch/types.py:_TensorOrOptionalTensors,_TensorOrOptionalTensors,variable,torch/types.py,42,Annotated variable _TensorOrOptionalTensors
torch/types.py:_TensorOrTensorsOrGradEdge,_TensorOrTensorsOrGradEdge,variable,torch/types.py,43,Annotated variable _TensorOrTensorsOrGradEdge
torch/_custom_op/autograd.py:tensor_idxs,tensor_idxs,variable,torch/_custom_op/autograd.py,287,Variable tensor_idxs
torch/_custom_op/autograd.py:non_tensor_idxs,non_tensor_idxs,variable,torch/_custom_op/autograd.py,290,Variable non_tensor_idxs
torch/_custom_op/autograd.py:tensors,tensors,variable,torch/_custom_op/autograd.py,295,Variable tensors
torch/_custom_op/autograd.py:non_tensors,non_tensors,variable,torch/_custom_op/autograd.py,296,Variable non_tensors
torch/_custom_op/autograd.py:non_differentiable_tensors,non_differentiable_tensors,variable,torch/_custom_op/autograd.py,79,Variable non_differentiable_tensors
torch/_decomp/decompositions.py:pw_cast_for_opmath_non_tensor_args,pw_cast_for_opmath_non_tensor_args,variable,torch/_decomp/decompositions.py,108,Variable pw_cast_for_opmath_non_tensor_args
torch/_decomp/decompositions.py:fill_tensor,fill_tensor,function,torch/_decomp/decompositions.py,181,
torch/_decomp/decompositions.py:tensor_split_tensor_indices_or_sections_py_impl,tensor_split_tensor_indices_or_sections_py_impl,function,torch/_decomp/decompositions.py,1463,
torch/_decomp/decompositions.py:_get_batch_norm_reserve_tensor,_get_batch_norm_reserve_tensor,function,torch/_decomp/decompositions.py,2181,"Return a reserve tensor for batch norm, used only by cudnn to pass forward state to the
backward pass. This is needed for `_batch_norm_with_update` and `_batch_norm_no_update`,
which support a variety of backends including cudnn. We create this tensor here to get
the correct shape in the traced graph if we detect that will call the cudnn kernel,
and rely on DCE to avoid materializing this tensor."
torch/_decomp/decompositions.py:_sum_tensors_uint8,_sum_tensors_uint8,function,torch/_decomp/decompositions.py,4021,
torch/_decomp/decompositions.py:_sum_tensors,_sum_tensors,function,torch/_decomp/decompositions.py,4328,
torch/_decomp/decompositions.py:two_tensor,two_tensor,variable,torch/_decomp/decompositions.py,363,Variable two_tensor
torch/_decomp/decompositions.py:padded_tensors,padded_tensors,variable,torch/_decomp/decompositions.py,1321,Variable padded_tensors
torch/_decomp/decompositions.py:padded_tensors,padded_tensors,variable,torch/_decomp/decompositions.py,1399,Variable padded_tensors
torch/_decomp/decompositions.py:tensor_size,tensor_size,variable,torch/_decomp/decompositions.py,2912,Variable tensor_size
torch/_decomp/decompositions.py:dim_tensor1,dim_tensor1,variable,torch/_decomp/decompositions.py,4668,Variable dim_tensor1
torch/_decomp/decompositions.py:dim_tensor2,dim_tensor2,variable,torch/_decomp/decompositions.py,4669,Variable dim_tensor2
torch/_decomp/decompositions.py:tensor_size,tensor_size,variable,torch/_decomp/decompositions.py,1323,Variable tensor_size
torch/_decomp/decompositions.py:x_tensor,x_tensor,variable,torch/_decomp/decompositions.py,2334,Variable x_tensor
torch/_decomp/decompositions.py:x_tensor,x_tensor,variable,torch/_decomp/decompositions.py,2336,Variable x_tensor
torch/_decomp/decompositions.py:x_tensor,x_tensor,variable,torch/_decomp/decompositions.py,2343,Variable x_tensor
torch/_decomp/decompositions.py:x_tensor,x_tensor,variable,torch/_decomp/decompositions.py,2346,Variable x_tensor
torch/_decomp/decompositions.py:tensor,tensor,variable,torch/_decomp/decompositions.py,2924,Variable tensor
torch/_decomp/decompositions.py:tensors,tensors,variable,torch/_decomp/decompositions.py,3748,Variable tensors
torch/_decomp/decompositions.py:tensor,tensor,variable,torch/_decomp/decompositions.py,1331,Variable tensor
torch/_decomp/decompositions.py:x_tensor,x_tensor,variable,torch/_decomp/decompositions.py,2341,Variable x_tensor
torch/_decomp/decompositions.py:batch_tensor1,batch_tensor1,variable,torch/_decomp/decompositions.py,4725,Variable batch_tensor1
torch/_decomp/decompositions.py:batch_tensor2,batch_tensor2,variable,torch/_decomp/decompositions.py,4729,Annotated variable batch_tensor2
torch/_decomp/decompositions.py:tensor1_expand_size,tensor1_expand_size,variable,torch/_decomp/decompositions.py,4751,Variable tensor1_expand_size
torch/_decomp/decompositions.py:tensor1_expanded,tensor1_expanded,variable,torch/_decomp/decompositions.py,4756,Variable tensor1_expanded
torch/_decomp/decompositions.py:tensor2_expand_size,tensor2_expand_size,variable,torch/_decomp/decompositions.py,4762,Variable tensor2_expand_size
torch/_decomp/decompositions.py:tensor2_expanded,tensor2_expanded,variable,torch/_decomp/decompositions.py,4763,Variable tensor2_expanded
torch/_decomp/decompositions.py:tensor2_expand_size,tensor2_expand_size,variable,torch/_decomp/decompositions.py,4769,Variable tensor2_expand_size
torch/_decomp/decompositions.py:tensor2_expanded,tensor2_expanded,variable,torch/_decomp/decompositions.py,4770,Variable tensor2_expanded
torch/_decomp/decompositions_for_rng.py:get_state_as_tensor,get_state_as_tensor,function,torch/_decomp/decompositions_for_rng.py,103,
torch/_decomp/decompositions_for_rng.py:set_state_from_tensor,set_state_from_tensor,function,torch/_decomp/decompositions_for_rng.py,108,
torch/_decomp/decompositions_for_rng.py:get_state_as_tensor,get_state_as_tensor,function,torch/_decomp/decompositions_for_rng.py,165,
torch/_decomp/decompositions_for_rng.py:set_state_from_tensor,set_state_from_tensor,function,torch/_decomp/decompositions_for_rng.py,185,
torch/_dispatch/python.py:check_tensor_metadata_matches,check_tensor_metadata_matches,function,torch/_dispatch/python.py,70,
torch/_dynamo/_trace_wrapped_higher_order_op.py:Tensor,Tensor,variable,torch/_dynamo/_trace_wrapped_higher_order_op.py,46,Variable Tensor
torch/_dynamo/_trace_wrapped_higher_order_op.py:tensor_to_index,tensor_to_index,variable,torch/_dynamo/_trace_wrapped_higher_order_op.py,147,Variable tensor_to_index
torch/_dynamo/compiled_autograd.py:tensor_pre_hook,tensor_pre_hook,function,torch/_dynamo/compiled_autograd.py,842,
torch/_dynamo/compiled_autograd.py:cpp_tensor_pre_hook,cpp_tensor_pre_hook,function,torch/_dynamo/compiled_autograd.py,857,
torch/_dynamo/compiled_autograd.py:reorder_tensor_pre_hook_nodes,reorder_tensor_pre_hook_nodes,function,torch/_dynamo/compiled_autograd.py,1214,"Usage of AOTAutograd causes all the tensor_pre_hook nodes to get pushed
to the end of the graph. This differs from eager mode, which schedules
them as soon as possible. This pass attempts to reorder the graph to
mimic eager behavior."
torch/_dynamo/compiled_autograd.py:psaved_tensors,psaved_tensors,variable,torch/_dynamo/compiled_autograd.py,667,Variable psaved_tensors
torch/_dynamo/compiled_autograd.py:proxy_tensor,proxy_tensor,variable,torch/_dynamo/compiled_autograd.py,1411,Variable proxy_tensor
torch/_dynamo/config.py:traceable_tensor_subclasses,traceable_tensor_subclasses,variable,torch/_dynamo/config.py,216,Annotated variable traceable_tensor_subclasses
torch/_dynamo/config.py:nontraceable_tensor_subclasses,nontraceable_tensor_subclasses,variable,torch/_dynamo/config.py,223,Annotated variable nontraceable_tensor_subclasses
torch/_dynamo/config.py:skip_no_tensor_aliasing_guards_on_parameters,skip_no_tensor_aliasing_guards_on_parameters,variable,torch/_dynamo/config.py,424,Variable skip_no_tensor_aliasing_guards_on_parameters
torch/_dynamo/config.py:skip_tensor_guards_with_matching_dict_tags,skip_tensor_guards_with_matching_dict_tags,variable,torch/_dynamo/config.py,428,Variable skip_tensor_guards_with_matching_dict_tags
torch/_dynamo/config.py:install_free_tensors,install_free_tensors,variable,torch/_dynamo/config.py,548,Variable install_free_tensors
torch/_dynamo/config.py:install_free_tensors_for_export,install_free_tensors_for_export,variable,torch/_dynamo/config.py,552,Variable install_free_tensors_for_export
torch/_dynamo/config.py:fake_tensor_cache_enabled,fake_tensor_cache_enabled,variable,torch/_dynamo/config.py,691,Variable fake_tensor_cache_enabled
torch/_dynamo/config.py:fake_tensor_cache_crosscheck_enabled,fake_tensor_cache_crosscheck_enabled,variable,torch/_dynamo/config.py,696,Variable fake_tensor_cache_crosscheck_enabled
torch/_dynamo/config.py:fake_tensor_disable_inference_mode,fake_tensor_disable_inference_mode,variable,torch/_dynamo/config.py,702,Variable fake_tensor_disable_inference_mode
torch/_dynamo/convert_frame.py:has_tensor_in_frame,has_tensor_in_frame,function,torch/_dynamo/convert_frame.py,377,Check if the frame has torch.* related bits
torch/_dynamo/convert_frame.py:has_tensor,has_tensor,function,torch/_dynamo/convert_frame.py,397,Recursively check if the obj has a tensor
torch/_dynamo/convert_frame.py:tensor_to_context,tensor_to_context,variable,torch/_dynamo/convert_frame.py,952,Annotated variable tensor_to_context
torch/_dynamo/convert_frame.py:tensor_to_context,tensor_to_context,variable,torch/_dynamo/convert_frame.py,1281,Variable tensor_to_context
torch/_dynamo/create_parameter_op.py:tensor,tensor,variable,torch/_dynamo/create_parameter_op.py,26,Variable tensor
torch/_dynamo/debug_utils.py:tensor,tensor,function,torch/_dynamo/debug_utils.py,579,
torch/_dynamo/debug_utils.py:tensor,tensor,function,torch/_dynamo/debug_utils.py,640,
torch/_dynamo/debug_utils.py:tensor,tensor,function,torch/_dynamo/debug_utils.py,761,
torch/_dynamo/debug_utils.py:tensor_assignment_regex,tensor_assignment_regex,variable,torch/_dynamo/debug_utils.py,860,Variable tensor_assignment_regex
torch/_dynamo/debug_utils.py:tensor_regex,tensor_regex,variable,torch/_dynamo/debug_utils.py,861,Variable tensor_regex
torch/_dynamo/debug_utils.py:TensorContainer,TensorContainer,class,torch/_dynamo/debug_utils.py,864,Container for tensors as attributes
torch/_dynamo/debug_utils.py:gen_tensor,gen_tensor,function,torch/_dynamo/debug_utils.py,879,
